total_movement,avg_speed,n_events,mean_dt,idle_ratio,turn_angle_mean,speed_std,speed_max,dist_std,efficiency_sub,turn_angle_std,vh_ratio,dir_change_rate,xy_corr,accel_cv,step_autocorr,userId,gameId,source_file,session_date,match_id,participant,is_bot,bot_type
247109.6940461165,2.7563800749962097,85031,2.129193340354282,0.004292552128047418,0.3668564814954552,2.6974192224181732,85.82433411644168,6.379795821366738,0.8777728806471684,0.49339084505333575,0.6692870742070383,0.010937187613929037,0.5533370156655381,1.5270058786237835,0.022913731664584436,lol_5,09-02-2019_m3924194400_p5,lol-5-keylogger-new.txt,09-02-2019,3924194400,5,0,human
186444.22166381526,1.669435637761867,13817,13.027576722640417,0.004849098936093218,0.20865792259217383,2.039294753649433,37.99707591088791,16.40374499987753,0.7147027875394772,0.3567511537169608,0.7427286267942229,0.03271332416588261,-0.4701335098372331,3.1387227653018264,0.8988163072380961,lol_8,09-02-2019_m3924004880_p8,lol-8-keylogger-new.txt,09-02-2019,3924004880,8,0,human
236795.99317718268,1.8329464649298028,16059,11.208182837215094,0.0036116819229092723,0.1955041966387921,2.559235774218247,106.76324566535058,20.34320086347739,0.6971405151658646,0.35283874018126926,0.638350331224455,0.03206924466031509,-0.4668003759914999,5.049843998938734,0.6958650158711388,lol_8,09-02-2019_m3924194400_p8,lol-8-keylogger-new.txt,09-02-2019,3924194400,8,0,human
139774.98683466078,2.5703560000051278,23927,7.504683057367453,0.001170226104400886,0.47371340281555746,5.108124355784152,663.9000301250181,16.14456177210778,0.8085036608979201,0.5549216906991844,0.7704742974350299,0.011075354202365528,0.5570950641135769,6.199401278376711,0.07673180613401291,lol_1,11-02-2019_m3926984206_p1,lol-1-keylogger-new.txt,11-02-2019,3926984206,1,0,human
156284.17918637034,2.5936871522429468,27901,6.439282511210762,0.004372603132504212,0.4413138150746933,3.0051110661188325,169.57889019568444,4.6510409194007165,0.8086160861332742,0.5403425857796825,0.7927426341045583,0.011612487007634136,0.05883011015113165,3.8640039911280497,0.8180525498275708,lol_1,11-02-2019_m3926984444_p1,lol-1-keylogger-new.txt,11-02-2019,3926984444,1,0,human
189353.07472070504,1.775272687278679,13155,13.682530028888552,0.008589889775750665,0.24026997710785641,2.091387000453248,60.76440158513864,18.329875160914142,0.6829720491411708,0.41330949919861276,0.7454366272708168,0.036412010642341314,-0.6189296373994841,7.699098041616373,0.7585915040197493,lol_2,11-02-2019_m3926984206_p2,lol-2-keylogger-new.txt,11-02-2019,3926984206,2,0,human
204829.06432651245,1.8392563582539154,13798,13.039138943248533,0.004928250471082766,0.226771506223107,1.9429792171969493,26.627053911388696,15.185972990644588,0.6635174277402305,0.38802724930636223,1.0692444316436251,0.03812146687925786,-0.47209448271329035,3.0538421518922854,0.971122131637799,lol_2,11-02-2019_m3926984444_p2,lol-2-keylogger-new.txt,11-02-2019,3926984444,2,0,human
308325.23522814945,3.2721635121364896,90532,2.000244593918506,0.04254849114125392,0.3441336366657307,6.077927638516373,663.0120662552077,6.824336597171427,0.8891798153490369,0.515573719919903,0.6122827247490925,0.011134184597711306,0.17583451948674395,11.539232292684364,0.3521001421421397,lol_3,11-02-2019_m3926984206_p3,lol-3-keylogger-new.txt,11-02-2019,3926984206,3,0,human
265805.2749139565,2.998131624559156,84050,2.1587507196315485,0.03387269482450922,0.36850496161117746,4.769539276797969,663.9284600015276,5.452391789033445,0.8869818146860066,0.5308068254848809,0.6428181565576373,0.010767400356930398,-0.16990531248325938,9.002920359276173,0.5201642308546267,lol_3,11-02-2019_m3926984444_p3,lol-3-keylogger-new.txt,11-02-2019,3926984444,3,0,human
264873.25801244646,2.7956516153018494,90711,1.9977358239270135,0.008918433266086804,0.382905069658052,2.7584185691888568,25.179356624028344,2.6817800291849814,0.8894982420515091,0.5163752982179495,0.8006105442644592,0.0095357784612671,-0.23570327956503587,1.4856564562912402,0.9326431111355828,lol_5,11-02-2019_m3926984206_p5,lol-5-keylogger-new.txt,11-02-2019,3926984206,5,0,human
163400.2582948582,2.2452288235232394,33244,5.415796599969911,0.00027072554445915054,0.4588277979103846,2.2511354086492608,115.0173899895142,3.8414901168047573,0.808521312004524,0.53748293241318,0.6598650565129571,0.011671279027794489,-0.18141890496198176,2.5767784286793285,0.8292413489374368,lol_1,11-03-2019_m3959121569_p1,lol-1-keylogger-new.txt,11-03-2019,3959121569,1,0,human
145602.45317527087,2.5938847911091303,25816,6.969116906265742,0.006546327858692284,0.42703996698993774,4.710849284478811,492.92646510407616,10.778937964042507,0.8216483829793606,0.5405713718880327,0.7444007678946887,0.012782770374961264,0.39425438184327216,5.651164161753122,0.2080447430134826,lol_1,11-03-2019_m3959121940_p1,lol-1-keylogger-new.txt,11-03-2019,3959121940,1,0,human
210350.78094640333,2.04669294731369,12716,14.151238694455367,0.009436929852154765,0.2399314446919735,2.2419105697175588,38.99358921669048,17.498075590986144,0.6518420933325497,0.40872786849918685,0.691876786938691,0.03861277131173325,-0.276452259992198,3.3259210744272174,0.9677303049145675,lol_2,11-03-2019_m3959121569_p2,lol-2-keylogger-new.txt,11-03-2019,3959121569,2,0,human
181314.2491668302,1.8666376511480756,12016,14.95913441531419,0.010402796271637817,0.22057810596252275,2.1005443042481713,64.16933165461519,16.567455035852557,0.7246260085118881,0.37343105284363476,0.7496011393794118,0.02929427430093209,-0.2691529724882668,3.4402382529180664,0.902771062973827,lol_2,11-03-2019_m3959121940_p2,lol-2-keylogger-new.txt,11-03-2019,3959121940,2,0,human
263753.74944140285,3.266078927023005,76862,2.3569761954697985,0.04536702141500351,0.36284739081069883,5.740330188756375,695.3517095686183,7.6551967965273136,0.8863328096591467,0.5343734216001694,0.5778385363924814,0.013010330202180532,0.061617115551959735,11.012569852283354,0.25265705330503063,lol_3,11-03-2019_m3959121569_p3,lol-3-keylogger-new.txt,11-03-2019,3959121569,3,0,human
290956.5588275241,3.277918448887721,84502,2.124776822910467,0.036555347802418876,0.35264606035234736,7.993881619006565,1267.6833200764297,10.140815187025584,0.8996866119607614,0.5183255711269913,0.6036206538225136,0.010106269674090554,0.4478630926722357,14.279109564425495,0.2466550362223553,lol_3,11-03-2019_m3959121940_p3,lol-3-keylogger-new.txt,11-03-2019,3959121940,3,0,human
156027.7507488791,2.114483984575423,65337,2.8152360985073694,0.06671564350980302,0.48787566716701636,2.645159791600512,134.27211177307072,2.665489564924539,0.864991956951069,0.6726056335471597,0.6990976180367998,0.01639193718719868,0.045954170718860245,2.1188680022364874,0.7996331000862489,lol_4,11-03-2019_m3959121569_p4,lol-4-keylogger-new.txt,11-03-2019,3959121569,4,0,human
217431.9039839111,2.6304030998576065,74393,2.472760773313533,0.07647224873307973,0.4177881212037591,3.173858500491614,264.34106756234456,7.52547110628866,0.8754453717179019,0.6466803485459958,0.6875413193679271,0.018214079281652844,0.7590752633439953,2.191313765840536,0.24223434945281846,lol_4,11-03-2019_m3959121940_p4,lol-4-keylogger-new.txt,11-03-2019,3959121940,4,0,human
218465.56555790655,2.5587003654106817,80635,2.2430889647780243,0.00892912506975879,0.3901379073008748,2.512374610290897,157.2022759235869,3.4550450283219507,0.8858596208515394,0.5084303163671686,0.847576638674827,0.008544676629255286,0.12908447778363955,1.9005567328546107,0.6250279281985435,lol_5,11-03-2019_m3959121569_p5,lol-5-keylogger-new.txt,11-03-2019,3959121569,5,0,human
201458.72032207373,2.730405492558697,70454,2.5705246318435675,0.012376870014477532,0.37673758929132917,2.746303471768531,84.64632301523794,2.7560250870765803,0.8884817488941861,0.518017963152388,0.8847007996361845,0.0094955573849604,-0.1483592117424551,1.8332076232430081,0.9032928280313781,lol_5,11-03-2019_m3959121940_p5,lol-5-keylogger-new.txt,11-03-2019,3959121940,5,0,human
155763.7466940296,2.774052058584334,26129,6.882422757379685,0.00026790156531057447,0.4363764590467694,2.7388740887409737,31.304951684997057,4.891986428557699,0.8279929942837705,0.5248422757724405,0.7574704135081193,0.009759271307742356,-0.07095262380204151,2.0745749508241738,0.8899658502630267,lol_1,18-02-2019_m3935361323_p1,lol-1-keylogger-new.txt,18-02-2019,3935361323,1,0,human
200524.1701515998,2.762679731888631,33972,5.2272044751950535,0.0042093488755445664,0.4394024168115795,3.7805314282031675,375.27656468263507,7.1438081559861875,0.8382720615857289,0.5225864705110536,0.6635484460437723,0.009154597904156365,-0.06695995212108068,4.060683962644012,0.5523234081624281,lol_1,18-02-2019_m3935361634_p1,lol-1-keylogger-new.txt,18-02-2019,3935361634,1,0,human
212761.11053901218,1.8352888311429474,14303,12.583764508460355,0.005942809200866951,0.23503992491597614,1.8966056932650983,17.611253504506713,14.971013486894568,0.6662342400122563,0.39265221974593373,0.9417279908799263,0.03845347129972733,-0.30630172901698477,1.4886218483254756,0.9628953005274883,lol_2,18-02-2019_m3935361323_p2,lol-2-keylogger-new.txt,18-02-2019,3935361323,2,0,human
193902.29425187374,1.7633089942025695,13562,13.271956345402257,0.009290665093644006,0.23127276050713447,1.9052949697969614,13.834964763236659,15.05561306809167,0.7120484236880497,0.3800034750013768,0.8811785259271127,0.03436071375903259,-0.20029532569452452,1.444884450659955,0.9695880257901688,lol_2,18-02-2019_m3935361634_p2,lol-2-keylogger-new.txt,18-02-2019,3935361634,2,0,human
320189.1614244474,3.263860001021188,94113,1.9261574024528585,0.032460977760776936,0.34470261749961734,4.012449062699174,436.5329311747282,4.471588904162659,0.8998512252426387,0.5092792445490134,0.7428182122909892,0.010338635470126338,-0.07232290029786079,6.059552877928166,0.6838539999845225,lol_3,18-02-2019_m3935361323_p3,lol-3-keylogger-new.txt,18-02-2019,3935361323,3,0,human
309165.408663183,3.3375230133774867,88873,2.037817885368781,0.025519561621639868,0.347543898094613,5.042288244393927,624.4397488949594,6.215588098184335,0.9000582089176198,0.5029752599705916,0.5973474344743407,0.00975549379451577,-0.4762594720904368,8.451300361785915,0.4497947840125511,lol_3,18-02-2019_m3935361634_p3,lol-3-keylogger-new.txt,18-02-2019,3935361634,3,0,human
240308.7093637025,2.6724181006658725,81822,2.2451074551282852,0.07059226125003056,0.4209763514913317,7.086344352063154,1306.006125559907,8.876725810296254,0.8811674751332087,0.6388331052871922,0.689815273881115,0.017256972452396668,0.7279103244188435,12.312876714281066,0.219809229194789,lol_4,18-02-2019_m3935361323_p4,lol-4-keylogger-new.txt,18-02-2019,3935361323,4,0,human
196203.3126717917,2.413935273573683,71474,2.5727526281913753,0.07639141506002183,0.45600094658423407,8.020208331788192,1267.9589898730953,11.896332972489901,0.8801208405724905,0.6517460713890916,0.7938901808100471,0.01571200716344405,0.41291657173794366,13.414623404985267,-0.10685854307612125,lol_4,18-02-2019_m3935361634_p4,lol-4-keylogger-new.txt,18-02-2019,3935361634,4,0,human
296809.91657150746,3.242029033869909,88349,2.0491782740908624,0.03008523016672515,0.3484453410056248,3.4032134668236584,130.05479614377933,3.754318856576804,0.8991838428745791,0.5012800628742525,0.5968356146110784,0.010186872516949825,-0.2906915792489898,1.9983771019748582,0.8763346293914889,lol_3,18-03-2019_m3966262778_p3,lol-3-keylogger-new.txt,18-03-2019,3966262778,3,0,human
267578.2664867501,2.858941643073014,89727,2.0171007216818326,0.02317028319235013,0.3791536798885976,5.099109426183524,877.6018459415409,5.166095392480169,0.9025610426128087,0.5099827328349608,0.6163940513181294,0.008291818516165703,-0.2649016726435208,10.569705977083945,0.5536290860692834,lol_3,18-03-2019_m3966263129_p3,lol-3-keylogger-new.txt,18-03-2019,3966263129,3,0,human
276142.36741694727,2.6762872243954865,51915,3.46735653447412,0.01049792930752191,0.19613890134213688,3.1655960925970827,78.29431652425353,6.038894875156098,0.8888474218857281,0.3571566006173723,0.7026397213357204,0.009977848406048349,-0.5422271409526888,4.107565659465842,0.9511119678411303,lol_6,18-03-2019_m3966262778_p6,lol-6-keylogger-new.txt,18-03-2019,3966262778,6,0,human
241491.72470606345,2.546961443511708,47745,3.7696094862985,0.016378678395643522,0.20036978069791225,3.6205528205491717,331.89192518047196,6.89834392853939,0.8823287923855638,0.36926898830992916,0.8328811427544695,0.011142528013404545,-0.152566476819847,6.869625730294036,0.8011602480276379,lol_6,18-03-2019_m3966263129_p6,lol-6-keylogger-new.txt,18-03-2019,3966263129,6,0,human
286586.5529961868,2.185509615537266,16303,11.040915225125751,0.011040912715451144,0.20778201810953284,2.7075749235678184,78.37749198590116,21.965502527497858,0.6561764601336963,0.39974966889370367,0.7877697487110226,0.04005397779549776,-0.41711304220299755,3.936039699778636,0.7884173553375134,lol_8,18-03-2019_m3966262778_p8,lol-8-keylogger-new.txt,18-03-2019,3966262778,8,0,human
249316.26073743257,2.043338365893682,15154,11.869596779515607,0.009172495710703445,0.19591891761301608,2.2064201111325525,19.976548750972977,17.526145620904177,0.6585898976326229,0.3672871146711173,0.7676158395675845,0.0351062425762175,-0.4908598430523071,1.6926274186481827,0.9666656517112512,lol_8,18-03-2019_m3966263129_p8,lol-8-keylogger-new.txt,18-03-2019,3966263129,8,0,human
164035.0673591764,2.220102281761034,67405,2.7146412089403675,0.11430902752021363,0.5485600655372539,5.191547855685752,934.4656226956666,5.13570820741221,0.8798124333074092,0.7647154227039391,0.7131893471334777,0.011927898523848379,0.5996245316714196,10.052504630015704,0.37988636740935233,lol_4,23-01-2019_m3902233742_p4,lol-4-keylogger-new.txt,23-01-2019,3902233742,4,0,human
231077.26580819028,1.628170148998796,17728,10.153381846900208,0.005697202166064982,0.16641929093797006,1.909959366348159,18.52068100799752,15.14714208964921,0.7317246561117777,0.3402203147954387,0.6827661531386525,0.027809115523465704,-0.3218964439627935,2.9242618183852023,0.9724922951761092,lol_8,23-01-2019_m3902233315_p8,lol-8-keylogger-new.txt,23-01-2019,3902233315,8,0,human
28136.720790790725,1.3097155971078507,2510,68.57752092467118,0.005577689243027889,0.29416830465130095,1.5382232374153504,10.137338161470199,11.834981082215842,0.6457426770428166,0.47738502057691473,0.6219627048408363,0.039442231075697214,-0.10611838336873118,1.4583096382794623,0.9494978448409026,lol_8,23-01-2019_m3902233742_p8,lol-8-keylogger-new.txt,23-01-2019,3902233742,8,0,human
233437.66545553145,2.584467142400479,41945,4.293282763226945,0.00030992966980569796,0.44110715891233027,2.403909026718806,141.8731828077456,3.8971945602636167,0.8359449496587933,0.515818094595587,0.9524093751518222,0.009917749433782335,-0.34455356650788566,2.7003628986865906,0.835580396624089,lol_1,28-01-2019_m3907688568_p1,lol-1-keylogger-new.txt,28-01-2019,3907688568,1,0,human
309528.95307182445,3.232028140393463,91395,1.978958500875811,0.03162098583073472,0.34632341414632223,4.702634393578136,540.1835336253781,7.600939323281269,0.899609580442563,0.5068736620299109,0.5970313039068572,0.010864926965370097,-0.28111117914939876,7.704804003980491,0.37671471791942,lol_3,28-01-2019_m3907688568_p3,lol-3-keylogger-new.txt,28-01-2019,3907688568,3,0,human
245772.43342221365,2.5539174106596207,87803,2.090338988955858,0.10394861223420612,0.4878541295207701,3.5867676483181903,445.1123453691214,7.565801776854467,0.8822250647145068,0.7184764465214755,0.6574996910008203,0.015352550596221086,0.07268996334965994,4.243579838829732,0.20172309009782213,lol_4,28-01-2019_m3907688568_p4,lol-4-keylogger-new.txt,28-01-2019,3907688568,4,0,human
241353.12888497437,1.9511469611216103,15413,11.677978198806125,0.006747550768831506,0.19118047580259795,2.4011383922642815,77.29054356776125,18.997497321187414,0.6920514234883355,0.36157027642229755,0.6330192984743773,0.029261013430221243,-0.3112777823681695,4.570719897169463,0.8229813601788226,lol_6,28-01-2019_m3907688568_p6,lol-6-keylogger-new.txt,28-01-2019,3907688568,6,0,human
208451.77746640824,2.801146991417722,34312,5.244401679496151,0.005012823501981814,0.45016858462109016,5.02772882124986,562.0802878593057,13.3913387135611,0.8384938852721677,0.5253091007423284,0.7102657775725558,0.008830729773840055,0.226122880574525,5.276111315794631,0.21423269067860765,lol_1,31-01-2019_m3910420195_p1,lol-1-keylogger-new.txt,31-01-2019,3910420195,1,0,human
193784.88526618303,1.789632044605272,13285,13.54930743751882,0.004516371847948814,0.23011160883273798,3.011133843517888,172.40441192150507,26.70360265669008,0.6815121868974652,0.38944667363130003,0.968258011111288,0.035829883327060594,0.31030797889695494,7.904639844952742,0.4615273711812344,lol_2,31-01-2019_m3910420195_p2,lol-2-keylogger-new.txt,31-01-2019,3910420195,2,0,human
295858.5276479699,3.285767566266167,86089,2.1005730994152048,0.05646482128959565,0.37348833429127226,5.1539573339987514,880.3595856239654,6.737381179875333,0.8929142600921921,0.5553220454338729,0.6341534662010543,0.010791157987663929,0.022201793533220236,9.057097871065501,0.49009524839463614,lol_3,31-01-2019_m3910420195_p3,lol-3-keylogger-new.txt,31-01-2019,3910420195,3,0,human
220927.92326238746,2.471672743095739,80391,2.2822695215383835,0.10483760619969897,0.5134303938005317,4.021250372338435,584.4527354713981,9.51654239934312,0.8788423709874845,0.731347333373825,0.6603187566510753,0.015760470699456408,0.7454326242268108,4.48409038515291,-0.05637521292205274,lol_4,31-01-2019_m3910420195_p4,lol-4-keylogger-new.txt,31-01-2019,3910420195,4,0,human
240298.90245637338,2.441934730774945,12126,14.844453608247422,0.025482434438396834,0.22107016969562468,3.6011191757612457,157.58653376795874,30.973924095661626,0.6947491007466146,0.40437308860103394,0.7260593621180936,0.03356424212436088,0.04096081024596256,4.598685343317106,0.7158401972853166,lol_6,31-01-2019_m3910420195_p6,lol-6-keylogger-new.txt,31-01-2019,3910420195,6,0,human
