dx,dy,time,session_id,bot_type,user_id
-2.0,-3.0,624,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-2.0,632,07-03-2019_m3954172709_p2,human,lol_2
0.0,-5.0,640,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-2.0,648,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,656,07-03-2019_m3954172709_p2,human,lol_2
-3.0,-3.0,664,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,688,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,696,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,712,07-03-2019_m3954172709_p2,human,lol_2
0.0,-3.0,728,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,744,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,752,07-03-2019_m3954172709_p2,human,lol_2
0.0,-1.0,760,07-03-2019_m3954172709_p2,human,lol_2
0.0,-4.0,776,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,784,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-1.0,1104,07-03-2019_m3954172709_p2,human,lol_2
-2.0,0.0,1112,07-03-2019_m3954172709_p2,human,lol_2
-3.0,0.0,1128,07-03-2019_m3954172709_p2,human,lol_2
-2.0,0.0,1136,07-03-2019_m3954172709_p2,human,lol_2
-2.0,1.0,1184,07-03-2019_m3954172709_p2,human,lol_2
0.0,-3.0,1192,07-03-2019_m3954172709_p2,human,lol_2
0.0,-5.0,1200,07-03-2019_m3954172709_p2,human,lol_2
1.0,-4.0,1216,07-03-2019_m3954172709_p2,human,lol_2
2.0,0.0,1648,07-03-2019_m3954172709_p2,human,lol_2
0.0,-3.0,1656,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,1664,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,1672,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,1683,07-03-2019_m3954172709_p2,human,lol_2
0.0,-3.0,1688,07-03-2019_m3954172709_p2,human,lol_2
-3.0,-5.0,1728,07-03-2019_m3954172709_p2,human,lol_2
0.0,-4.0,1736,07-03-2019_m3954172709_p2,human,lol_2
1.0,-2.0,1744,07-03-2019_m3954172709_p2,human,lol_2
4.0,0.0,1752,07-03-2019_m3954172709_p2,human,lol_2
5.0,-3.0,1760,07-03-2019_m3954172709_p2,human,lol_2
4.0,-2.0,1768,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,1776,07-03-2019_m3954172709_p2,human,lol_2
0.0,-1.0,1784,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,1792,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,1808,07-03-2019_m3954172709_p2,human,lol_2
-1.0,-2.0,1824,07-03-2019_m3954172709_p2,human,lol_2
-2.0,0.0,1848,07-03-2019_m3954172709_p2,human,lol_2
-2.0,0.0,1880,07-03-2019_m3954172709_p2,human,lol_2
-3.0,-1.0,1888,07-03-2019_m3954172709_p2,human,lol_2
-4.0,-6.0,1896,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-1.0,1904,07-03-2019_m3954172709_p2,human,lol_2
-3.0,-4.0,1912,07-03-2019_m3954172709_p2,human,lol_2
-4.0,-2.0,1920,07-03-2019_m3954172709_p2,human,lol_2
-1.0,0.0,1928,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-1.0,1936,07-03-2019_m3954172709_p2,human,lol_2
-5.0,-2.0,1944,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,1952,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-3.0,1960,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,1968,07-03-2019_m3954172709_p2,human,lol_2
0.0,-7.0,1976,07-03-2019_m3954172709_p2,human,lol_2
-4.0,-9.0,1984,07-03-2019_m3954172709_p2,human,lol_2
-5.0,-7.0,1992,07-03-2019_m3954172709_p2,human,lol_2
-9.0,-9.0,2000,07-03-2019_m3954172709_p2,human,lol_2
-12.0,-12.0,2008,07-03-2019_m3954172709_p2,human,lol_2
-12.0,-9.0,2016,07-03-2019_m3954172709_p2,human,lol_2
-18.0,-8.0,2024,07-03-2019_m3954172709_p2,human,lol_2
-19.0,-9.0,2032,07-03-2019_m3954172709_p2,human,lol_2
-21.0,-9.0,2040,07-03-2019_m3954172709_p2,human,lol_2
-16.0,-7.0,2048,07-03-2019_m3954172709_p2,human,lol_2
-19.0,-9.0,2056,07-03-2019_m3954172709_p2,human,lol_2
-14.0,-8.0,2064,07-03-2019_m3954172709_p2,human,lol_2
-16.0,-13.0,2072,07-03-2019_m3954172709_p2,human,lol_2
-14.0,-17.0,2080,07-03-2019_m3954172709_p2,human,lol_2
-14.0,-19.0,2088,07-03-2019_m3954172709_p2,human,lol_2
-10.0,-18.0,2096,07-03-2019_m3954172709_p2,human,lol_2
-14.0,-21.0,2104,07-03-2019_m3954172709_p2,human,lol_2
-14.0,-17.0,2112,07-03-2019_m3954172709_p2,human,lol_2
-16.0,-18.0,2120,07-03-2019_m3954172709_p2,human,lol_2
-14.0,-16.0,2128,07-03-2019_m3954172709_p2,human,lol_2
-12.0,-19.0,2136,07-03-2019_m3954172709_p2,human,lol_2
-12.0,-19.0,2144,07-03-2019_m3954172709_p2,human,lol_2
-11.0,-21.0,2152,07-03-2019_m3954172709_p2,human,lol_2
-10.0,-18.0,2160,07-03-2019_m3954172709_p2,human,lol_2
-13.0,-19.0,2168,07-03-2019_m3954172709_p2,human,lol_2
-14.0,-14.0,2176,07-03-2019_m3954172709_p2,human,lol_2
-8.0,-14.0,2184,07-03-2019_m3954172709_p2,human,lol_2
-7.0,-16.0,2192,07-03-2019_m3954172709_p2,human,lol_2
-6.0,-14.0,2200,07-03-2019_m3954172709_p2,human,lol_2
-7.0,-15.0,2208,07-03-2019_m3954172709_p2,human,lol_2
-7.0,-16.0,2216,07-03-2019_m3954172709_p2,human,lol_2
-12.0,-19.0,2224,07-03-2019_m3954172709_p2,human,lol_2
-7.0,-13.0,2232,07-03-2019_m3954172709_p2,human,lol_2
-10.0,-12.0,2240,07-03-2019_m3954172709_p2,human,lol_2
-7.0,-7.0,2248,07-03-2019_m3954172709_p2,human,lol_2
-6.0,-7.0,2256,07-03-2019_m3954172709_p2,human,lol_2
-3.0,-3.0,2264,07-03-2019_m3954172709_p2,human,lol_2
-4.0,-4.0,2272,07-03-2019_m3954172709_p2,human,lol_2
-3.0,-3.0,2280,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-2.0,2296,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-2.0,2304,07-03-2019_m3954172709_p2,human,lol_2
-3.0,-3.0,2312,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-2.0,2320,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-2.0,2328,07-03-2019_m3954172709_p2,human,lol_2
-3.0,-2.0,2336,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-1.0,2536,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,2544,07-03-2019_m3954172709_p2,human,lol_2
0.0,-14.0,2552,07-03-2019_m3954172709_p2,human,lol_2
8.0,-23.0,2560,07-03-2019_m3954172709_p2,human,lol_2
11.0,-26.0,2568,07-03-2019_m3954172709_p2,human,lol_2
15.0,-30.0,2576,07-03-2019_m3954172709_p2,human,lol_2
21.0,-40.0,2584,07-03-2019_m3954172709_p2,human,lol_2
28.0,-37.0,2592,07-03-2019_m3954172709_p2,human,lol_2
32.0,-42.0,2600,07-03-2019_m3954172709_p2,human,lol_2
37.0,-45.0,2608,07-03-2019_m3954172709_p2,human,lol_2
42.0,-48.0,2616,07-03-2019_m3954172709_p2,human,lol_2
50.0,-50.0,2624,07-03-2019_m3954172709_p2,human,lol_2
55.0,-53.0,2632,07-03-2019_m3954172709_p2,human,lol_2
59.0,-51.0,2640,07-03-2019_m3954172709_p2,human,lol_2
58.0,-50.0,2648,07-03-2019_m3954172709_p2,human,lol_2
59.0,-49.0,2656,07-03-2019_m3954172709_p2,human,lol_2
62.0,-35.0,2664,07-03-2019_m3954172709_p2,human,lol_2
59.0,0.0,2672,07-03-2019_m3954172709_p2,human,lol_2
47.0,0.0,2680,07-03-2019_m3954172709_p2,human,lol_2
0.0,0.0,2688,07-03-2019_m3954172709_p2,human,lol_2
0.0,0.0,2696,07-03-2019_m3954172709_p2,human,lol_2
0.0,0.0,2704,07-03-2019_m3954172709_p2,human,lol_2
0.0,0.0,2712,07-03-2019_m3954172709_p2,human,lol_2
0.0,0.0,2720,07-03-2019_m3954172709_p2,human,lol_2
0.0,0.0,2728,07-03-2019_m3954172709_p2,human,lol_2
0.0,0.0,2792,07-03-2019_m3954172709_p2,human,lol_2
-11.0,0.0,2800,07-03-2019_m3954172709_p2,human,lol_2
-26.0,12.0,2808,07-03-2019_m3954172709_p2,human,lol_2
-34.0,19.0,2816,07-03-2019_m3954172709_p2,human,lol_2
-45.0,26.0,2824,07-03-2019_m3954172709_p2,human,lol_2
-44.0,27.0,2832,07-03-2019_m3954172709_p2,human,lol_2
-49.0,28.0,2840,07-03-2019_m3954172709_p2,human,lol_2
-44.0,26.0,2848,07-03-2019_m3954172709_p2,human,lol_2
-43.0,24.0,2856,07-03-2019_m3954172709_p2,human,lol_2
-46.0,27.0,2864,07-03-2019_m3954172709_p2,human,lol_2
-42.0,26.0,2872,07-03-2019_m3954172709_p2,human,lol_2
-37.0,21.0,2880,07-03-2019_m3954172709_p2,human,lol_2
-38.0,23.0,2888,07-03-2019_m3954172709_p2,human,lol_2
-33.0,17.0,2896,07-03-2019_m3954172709_p2,human,lol_2
-28.0,4.0,2904,07-03-2019_m3954172709_p2,human,lol_2
-14.0,1.0,2912,07-03-2019_m3954172709_p2,human,lol_2
-16.0,6.0,2920,07-03-2019_m3954172709_p2,human,lol_2
-12.0,1.0,2928,07-03-2019_m3954172709_p2,human,lol_2
-14.0,6.0,2936,07-03-2019_m3954172709_p2,human,lol_2
-9.0,3.0,2944,07-03-2019_m3954172709_p2,human,lol_2
-7.0,2.0,2960,07-03-2019_m3954172709_p2,human,lol_2
-2.0,2.0,2984,07-03-2019_m3954172709_p2,human,lol_2
1.0,3.0,2992,07-03-2019_m3954172709_p2,human,lol_2
2.0,2.0,3000,07-03-2019_m3954172709_p2,human,lol_2
3.0,9.0,3008,07-03-2019_m3954172709_p2,human,lol_2
6.0,14.0,3016,07-03-2019_m3954172709_p2,human,lol_2
1.0,10.0,3024,07-03-2019_m3954172709_p2,human,lol_2
0.0,9.0,3032,07-03-2019_m3954172709_p2,human,lol_2
0.0,5.0,3040,07-03-2019_m3954172709_p2,human,lol_2
-4.0,4.0,3048,07-03-2019_m3954172709_p2,human,lol_2
-4.0,1.0,3208,07-03-2019_m3954172709_p2,human,lol_2
-7.0,20.0,3216,07-03-2019_m3954172709_p2,human,lol_2
-8.0,21.0,3224,07-03-2019_m3954172709_p2,human,lol_2
-13.0,29.0,3232,07-03-2019_m3954172709_p2,human,lol_2
-17.0,28.0,3240,07-03-2019_m3954172709_p2,human,lol_2
-18.0,21.0,3248,07-03-2019_m3954172709_p2,human,lol_2
-21.0,14.0,3256,07-03-2019_m3954172709_p2,human,lol_2
-24.0,14.0,3264,07-03-2019_m3954172709_p2,human,lol_2
-21.0,11.0,3272,07-03-2019_m3954172709_p2,human,lol_2
-21.0,9.0,3280,07-03-2019_m3954172709_p2,human,lol_2
-18.0,8.0,3288,07-03-2019_m3954172709_p2,human,lol_2
-14.0,6.0,3296,07-03-2019_m3954172709_p2,human,lol_2
-10.0,3.0,3304,07-03-2019_m3954172709_p2,human,lol_2
-12.0,7.0,3312,07-03-2019_m3954172709_p2,human,lol_2
-11.0,5.0,3320,07-03-2019_m3954172709_p2,human,lol_2
-3.0,2.0,3328,07-03-2019_m3954172709_p2,human,lol_2
-6.0,2.0,3336,07-03-2019_m3954172709_p2,human,lol_2
-7.0,0.0,3344,07-03-2019_m3954172709_p2,human,lol_2
-3.0,2.0,3352,07-03-2019_m3954172709_p2,human,lol_2
-5.0,0.0,3360,07-03-2019_m3954172709_p2,human,lol_2
-6.0,3.0,3368,07-03-2019_m3954172709_p2,human,lol_2
-5.0,4.0,3376,07-03-2019_m3954172709_p2,human,lol_2
-2.0,0.0,3384,07-03-2019_m3954172709_p2,human,lol_2
-7.0,1.0,3392,07-03-2019_m3954172709_p2,human,lol_2
-7.0,6.0,3400,07-03-2019_m3954172709_p2,human,lol_2
-5.0,1.0,3408,07-03-2019_m3954172709_p2,human,lol_2
-5.0,2.0,3416,07-03-2019_m3954172709_p2,human,lol_2
-7.0,2.0,3424,07-03-2019_m3954172709_p2,human,lol_2
-2.0,0.0,3432,07-03-2019_m3954172709_p2,human,lol_2
-7.0,0.0,3440,07-03-2019_m3954172709_p2,human,lol_2
-3.0,0.0,3448,07-03-2019_m3954172709_p2,human,lol_2
-2.0,0.0,3456,07-03-2019_m3954172709_p2,human,lol_2
-5.0,0.0,3464,07-03-2019_m3954172709_p2,human,lol_2
-2.0,0.0,3472,07-03-2019_m3954172709_p2,human,lol_2
-5.0,0.0,3480,07-03-2019_m3954172709_p2,human,lol_2
-4.0,-1.0,3488,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-4.0,3496,07-03-2019_m3954172709_p2,human,lol_2
0.0,-3.0,3504,07-03-2019_m3954172709_p2,human,lol_2
0.0,-5.0,3512,07-03-2019_m3954172709_p2,human,lol_2
0.0,-4.0,3520,07-03-2019_m3954172709_p2,human,lol_2
0.0,-7.0,3528,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,3536,07-03-2019_m3954172709_p2,human,lol_2
5.0,-7.0,3544,07-03-2019_m3954172709_p2,human,lol_2
2.0,-1.0,3552,07-03-2019_m3954172709_p2,human,lol_2
3.0,-6.0,3560,07-03-2019_m3954172709_p2,human,lol_2
4.0,-3.0,3568,07-03-2019_m3954172709_p2,human,lol_2
1.0,-2.0,3576,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,3592,07-03-2019_m3954172709_p2,human,lol_2
4.0,-3.0,3728,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,3744,07-03-2019_m3954172709_p2,human,lol_2
3.0,-7.0,3752,07-03-2019_m3954172709_p2,human,lol_2
4.0,-2.0,3760,07-03-2019_m3954172709_p2,human,lol_2
5.0,-5.0,3768,07-03-2019_m3954172709_p2,human,lol_2
5.0,-3.0,3776,07-03-2019_m3954172709_p2,human,lol_2
5.0,-7.0,3784,07-03-2019_m3954172709_p2,human,lol_2
6.0,-7.0,3792,07-03-2019_m3954172709_p2,human,lol_2
7.0,-11.0,3800,07-03-2019_m3954172709_p2,human,lol_2
5.0,-7.0,3808,07-03-2019_m3954172709_p2,human,lol_2
5.0,-9.0,3816,07-03-2019_m3954172709_p2,human,lol_2
2.0,-8.0,3824,07-03-2019_m3954172709_p2,human,lol_2
3.0,-9.0,3832,07-03-2019_m3954172709_p2,human,lol_2
4.0,-4.0,3840,07-03-2019_m3954172709_p2,human,lol_2
2.0,-5.0,3848,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,3960,07-03-2019_m3954172709_p2,human,lol_2
0.0,-7.0,3968,07-03-2019_m3954172709_p2,human,lol_2
0.0,-5.0,3976,07-03-2019_m3954172709_p2,human,lol_2
0.0,-5.0,3984,07-03-2019_m3954172709_p2,human,lol_2
0.0,-5.0,3992,07-03-2019_m3954172709_p2,human,lol_2
1.0,-4.0,4000,07-03-2019_m3954172709_p2,human,lol_2
6.0,-7.0,4008,07-03-2019_m3954172709_p2,human,lol_2
1.0,-2.0,4016,07-03-2019_m3954172709_p2,human,lol_2
2.0,-5.0,4024,07-03-2019_m3954172709_p2,human,lol_2
4.0,-3.0,4032,07-03-2019_m3954172709_p2,human,lol_2
1.0,-2.0,4040,07-03-2019_m3954172709_p2,human,lol_2
2.0,-5.0,4048,07-03-2019_m3954172709_p2,human,lol_2
2.0,-4.0,4056,07-03-2019_m3954172709_p2,human,lol_2
3.0,-3.0,4064,07-03-2019_m3954172709_p2,human,lol_2
2.0,-4.0,4072,07-03-2019_m3954172709_p2,human,lol_2
2.0,-5.0,4080,07-03-2019_m3954172709_p2,human,lol_2
2.0,-4.0,4088,07-03-2019_m3954172709_p2,human,lol_2
3.0,-5.0,4096,07-03-2019_m3954172709_p2,human,lol_2
2.0,-3.0,4104,07-03-2019_m3954172709_p2,human,lol_2
2.0,-7.0,4112,07-03-2019_m3954172709_p2,human,lol_2
1.0,-2.0,4120,07-03-2019_m3954172709_p2,human,lol_2
6.0,-7.0,4128,07-03-2019_m3954172709_p2,human,lol_2
1.0,-2.0,4136,07-03-2019_m3954172709_p2,human,lol_2
2.0,-5.0,4144,07-03-2019_m3954172709_p2,human,lol_2
4.0,-4.0,4152,07-03-2019_m3954172709_p2,human,lol_2
1.0,-1.0,4160,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,4184,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,4192,07-03-2019_m3954172709_p2,human,lol_2
3.0,-3.0,4200,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,4216,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,4224,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,4232,07-03-2019_m3954172709_p2,human,lol_2
0.0,-1.0,4240,07-03-2019_m3954172709_p2,human,lol_2
3.0,-4.0,4248,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,4256,07-03-2019_m3954172709_p2,human,lol_2
2.0,-1.0,4264,07-03-2019_m3954172709_p2,human,lol_2
1.0,-4.0,4272,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,4280,07-03-2019_m3954172709_p2,human,lol_2
2.0,-1.0,4296,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,4312,07-03-2019_m3954172709_p2,human,lol_2
1.0,-2.0,4336,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,4344,07-03-2019_m3954172709_p2,human,lol_2
2.0,-1.0,4376,07-03-2019_m3954172709_p2,human,lol_2
4.0,-6.0,4408,07-03-2019_m3954172709_p2,human,lol_2
0.0,-1.0,4424,07-03-2019_m3954172709_p2,human,lol_2
0.0,-2.0,4544,07-03-2019_m3954172709_p2,human,lol_2
1.0,-4.0,4568,07-03-2019_m3954172709_p2,human,lol_2
2.0,-1.0,4576,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,4656,07-03-2019_m3954172709_p2,human,lol_2
2.0,0.0,4664,07-03-2019_m3954172709_p2,human,lol_2
1.0,-2.0,4672,07-03-2019_m3954172709_p2,human,lol_2
2.0,0.0,4680,07-03-2019_m3954172709_p2,human,lol_2
2.0,0.0,4696,07-03-2019_m3954172709_p2,human,lol_2
3.0,0.0,4744,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,4752,07-03-2019_m3954172709_p2,human,lol_2
-1.0,-3.0,4760,07-03-2019_m3954172709_p2,human,lol_2
-2.0,-2.0,4880,07-03-2019_m3954172709_p2,human,lol_2
-5.0,0.0,4888,07-03-2019_m3954172709_p2,human,lol_2
-5.0,1.0,4896,07-03-2019_m3954172709_p2,human,lol_2
-5.0,11.0,4904,07-03-2019_m3954172709_p2,human,lol_2
-4.0,15.0,4912,07-03-2019_m3954172709_p2,human,lol_2
-9.0,21.0,4920,07-03-2019_m3954172709_p2,human,lol_2
-14.0,27.0,4928,07-03-2019_m3954172709_p2,human,lol_2
-17.0,26.0,4936,07-03-2019_m3954172709_p2,human,lol_2
-21.0,37.0,4944,07-03-2019_m3954172709_p2,human,lol_2
-26.0,38.0,4952,07-03-2019_m3954172709_p2,human,lol_2
-27.0,35.0,4960,07-03-2019_m3954172709_p2,human,lol_2
-24.0,37.0,4968,07-03-2019_m3954172709_p2,human,lol_2
-32.0,37.0,4976,07-03-2019_m3954172709_p2,human,lol_2
-22.0,36.0,4984,07-03-2019_m3954172709_p2,human,lol_2
-25.0,39.0,4992,07-03-2019_m3954172709_p2,human,lol_2
-24.0,40.0,5000,07-03-2019_m3954172709_p2,human,lol_2
-21.0,40.0,5008,07-03-2019_m3954172709_p2,human,lol_2
-21.0,39.0,5016,07-03-2019_m3954172709_p2,human,lol_2
-14.0,38.0,5024,07-03-2019_m3954172709_p2,human,lol_2
-13.0,32.0,5032,07-03-2019_m3954172709_p2,human,lol_2
-5.0,30.0,5040,07-03-2019_m3954172709_p2,human,lol_2
-3.0,21.0,5048,07-03-2019_m3954172709_p2,human,lol_2
-2.0,15.0,5056,07-03-2019_m3954172709_p2,human,lol_2
0.0,14.0,5064,07-03-2019_m3954172709_p2,human,lol_2
1.0,9.0,5072,07-03-2019_m3954172709_p2,human,lol_2
2.0,5.0,5080,07-03-2019_m3954172709_p2,human,lol_2
3.0,6.0,5088,07-03-2019_m3954172709_p2,human,lol_2
5.0,1.0,5096,07-03-2019_m3954172709_p2,human,lol_2
11.0,2.0,5104,07-03-2019_m3954172709_p2,human,lol_2
9.0,0.0,5112,07-03-2019_m3954172709_p2,human,lol_2
12.0,2.0,5120,07-03-2019_m3954172709_p2,human,lol_2
10.0,0.0,5128,07-03-2019_m3954172709_p2,human,lol_2
9.0,5.0,5136,07-03-2019_m3954172709_p2,human,lol_2
5.0,2.0,5144,07-03-2019_m3954172709_p2,human,lol_2
6.0,3.0,5152,07-03-2019_m3954172709_p2,human,lol_2
1.0,2.0,5160,07-03-2019_m3954172709_p2,human,lol_2
2.0,2.0,5168,07-03-2019_m3954172709_p2,human,lol_2
4.0,2.0,5176,07-03-2019_m3954172709_p2,human,lol_2
1.0,1.0,5240,07-03-2019_m3954172709_p2,human,lol_2
4.0,-1.0,5248,07-03-2019_m3954172709_p2,human,lol_2
3.0,0.0,5256,07-03-2019_m3954172709_p2,human,lol_2
2.0,-1.0,5312,07-03-2019_m3954172709_p2,human,lol_2
2.0,1.0,5320,07-03-2019_m3954172709_p2,human,lol_2
2.0,1.0,5384,07-03-2019_m3954172709_p2,human,lol_2
3.0,-1.0,5392,07-03-2019_m3954172709_p2,human,lol_2
2.0,0.0,5400,07-03-2019_m3954172709_p2,human,lol_2
2.0,0.0,5408,07-03-2019_m3954172709_p2,human,lol_2
3.0,0.0,5416,07-03-2019_m3954172709_p2,human,lol_2
4.0,0.0,5424,07-03-2019_m3954172709_p2,human,lol_2
1.0,1.0,5496,07-03-2019_m3954172709_p2,human,lol_2
6.0,0.0,5504,07-03-2019_m3954172709_p2,human,lol_2
10.0,0.0,5512,07-03-2019_m3954172709_p2,human,lol_2
11.0,-4.0,5520,07-03-2019_m3954172709_p2,human,lol_2
10.0,-4.0,5528,07-03-2019_m3954172709_p2,human,lol_2
12.0,-5.0,5536,07-03-2019_m3954172709_p2,human,lol_2
18.0,-3.0,5544,07-03-2019_m3954172709_p2,human,lol_2
17.0,-6.0,5552,07-03-2019_m3954172709_p2,human,lol_2
21.0,-1.0,5560,07-03-2019_m3954172709_p2,human,lol_2
21.0,0.0,5568,07-03-2019_m3954172709_p2,human,lol_2
20.0,0.0,5576,07-03-2019_m3954172709_p2,human,lol_2
10.0,0.0,5584,07-03-2019_m3954172709_p2,human,lol_2
5.0,0.0,5592,07-03-2019_m3954172709_p2,human,lol_2
4.0,0.0,5600,07-03-2019_m3954172709_p2,human,lol_2
3.0,1.0,5664,07-03-2019_m3954172709_p2,human,lol_2
2.0,0.0,5672,07-03-2019_m3954172709_p2,human,lol_2
4.0,-3.0,5680,07-03-2019_m3954172709_p2,human,lol_2
5.0,-7.0,5688,07-03-2019_m3954172709_p2,human,lol_2
12.0,-9.0,5696,07-03-2019_m3954172709_p2,human,lol_2
18.0,-7.0,5704,07-03-2019_m3954172709_p2,human,lol_2
19.0,-9.0,5712,07-03-2019_m3954172709_p2,human,lol_2
16.0,-8.0,5720,07-03-2019_m3954172709_p2,human,lol_2
17.0,-9.0,5728,07-03-2019_m3954172709_p2,human,lol_2
18.0,-5.0,5736,07-03-2019_m3954172709_p2,human,lol_2
28.0,-4.0,5744,07-03-2019_m3954172709_p2,human,lol_2
24.0,0.0,5752,07-03-2019_m3954172709_p2,human,lol_2
21.0,-5.0,5760,07-03-2019_m3954172709_p2,human,lol_2
12.0,-9.0,5768,07-03-2019_m3954172709_p2,human,lol_2
9.0,-3.0,5776,07-03-2019_m3954172709_p2,human,lol_2
11.0,-4.0,5784,07-03-2019_m3954172709_p2,human,lol_2
5.0,-2.0,5792,07-03-2019_m3954172709_p2,human,lol_2
5.0,-5.0,5800,07-03-2019_m3954172709_p2,human,lol_2
2.0,-2.0,5808,07-03-2019_m3954172709_p2,human,lol_2
5.0,-8.0,5816,07-03-2019_m3954172709_p2,human,lol_2
2.0,-11.0,5824,07-03-2019_m3954172709_p2,human,lol_2
2.0,-10.0,5832,07-03-2019_m3954172709_p2,human,lol_2
5.0,-13.0,5840,07-03-2019_m3954172709_p2,human,lol_2
5.0,-17.0,5848,07-03-2019_m3954172709_p2,human,lol_2
7.0,-18.0,5856,07-03-2019_m3954172709_p2,human,lol_2
14.0,-21.0,5864,07-03-2019_m3954172709_p2,human,lol_2
